Country,Sector,Sovereign / Non-Sovereign,Title,Commitment in UA,Status,Signature Date,country,Projects,Capacity (MW),Project,Capacity(MW),Name of Plant
,,,,,,,South-Africa,,,Grootspruit Solar PV,75,
,,,,,,,South-Africa,,,H2 Energy Coal,600,
,,,,,,,South-Africa,,,Haga Haga Wind,150,
,,,,,,,South-Africa,,,Hanskopfontein Solar PV,75,
,,,,,,,South-Africa,,,Hartebeest Wind,160,
,,,,,,,South-Africa,,,Helena Solar PV Phase I,75,
,,,,,,,South-Africa,,,Helena Solar PV Phase II,75,
,,,,,,,South-Africa,,,Helena Solar PV Phase III,75,
,,,,,,,South-Africa,,,Heuningspruit Solar PV1,5,
,,,,,,,South-Africa,,,Humansrus Solar PV II,75,
,,,,,,,South-Africa,,,Humansrus Solar PV III,75,
,,,,,,,South-Africa,,,Humansrus Solar PV IV,75,
,,,,,,,South-Africa,,,Ikusasa Solar PV,5,
,,,,,,,South-Africa,,,Ilanga CSP7,150,
,,,,,,,South-Africa,,,Ilanga CSP8,150,
,,,,,,,South-Africa,,,Ilanga CSP9,150,
,,,,,,,South-Africa,,,Inkululeko Solar PV,20,
,,,,,,,South-Africa,,,Inqwaba Solar PV,5,
,,,,,,,South-Africa,,,Inyanda Roodeplaat Wind,187.2,
,,,,,,,South-Africa,,,Irene Solar PV,100,
,,,,,,,South-Africa,,,Joram Solar PV,75,
,,,,,,,South-Africa,,,Juno Wind,140,
,,,,,,,South-Africa,,,Kabi Vaalkop Solar PV I,75,
,,,,,,,South-Africa,,,Kabi Vaalkop Solar PV II,75,
,,,,,,,South-Africa,,,Kabi Vaalkop Solar PV III,75,
,,,,,,,South-Africa,,,Kagiso Solar PV,115,
,,,,,,,South-Africa,,,Kai Garib Solar CSP,150,
,,,,,,,South-Africa,,,Kakamas Solar PV,5,
,,,,,,,South-Africa,,,Kalkaar CSP,150,
,,,,,,,South-Africa,,,Kannikwa Vlakte Wind,,
,,,,,,,South-Africa,,,Karoshoek CSP LFT1,100,
,,,,,,,South-Africa,,,Karoshoek Ilanga Tower CSP1,150,
,,,,,,,South-Africa,,,"Karoshoek LFT2, Ilanga CSP5",150,
,,,,,,,South-Africa,,,"Karoshoek LFTT1, Ilanga CSP3",150,
,,,,,,,South-Africa,,,"Karoshoek LFTT2, Ilanga CSP4",150,
,,,,,,,South-Africa,,,"Karoshoek PT, Ilanga CSP2",150,
,,,,,,,South-Africa,,,Karoshoek Solar CPVPD I-IV,100,
,,,,,,,South-Africa,,,Karpowership SA Coega LNG,450,
,,,,,,,South-Africa,,,Karpowership SA Richards Bay LNG,450,
,,,,,,,South-Africa,,,Karpowership SA Saldanha LNG,320,
,,,,,,,South-Africa,,,Keimoes Solar PV,5,
,,,,,,,South-Africa,,,"Kenhardt Solar PV, Battery I",255,
,,,,,,,South-Africa,,,"Kenhardt Solar PV, Battery II",255,
,,,,,,,South-Africa,,,"Kenhardt Solar PV, Battery III",255,
,,,,,,,South-Africa,,,Kentani Solar PV,75,
,,,,,,,South-Africa,,,Khai-Ma Wind,140,
,,,,,,,South-Africa,,,Khaliphile Solar PV,5,
,,,,,,,South-Africa,,,Kheis Solar PV I,75,
,,,,,,,South-Africa,,,Kheis Solar PV II,55,
,,,,,,,South-Africa,,,Kheis Solar PV III,20,
,,,,,,,South-Africa,,,Khoi-Sun Skuitdrift Solar PV,75,
,,,,,,,South-Africa,,,Khubu Solar PV,115,
,,,,,,,South-Africa,,,KiPower Coal,600,
,,,,,,,South-Africa,,,Klawer Wind,5,
,,,,,,,South-Africa,,,Kleinfontein CPV,10,
,,,,,,,South-Africa,,,Klip Gat Solar PV,75,
,,,,,,,South-Africa,,,Klipfontein 1 Solar PV,75,
,,,,,,,South-Africa,,,Klipfontein 2 Solar PV,75,
,,,,,,,South-Africa,,,Klipfontein Solar PV,100,
,,,,,,,South-Africa,,,Kloofsig Solar PV I,75,
,,,,,,,South-Africa,,,Kloofsig Solar PV II,75,
,,,,,,,South-Africa,,,Kloofsig Solar PV III,75,
,,,,,,,South-Africa,,,Koeris Wind,140,
,,,,,,,South-Africa,,,Kokerboom Wind I,240,
,,,,,,,South-Africa,,,Kokerboom Wind II,240,
,,,,,,,South-Africa,,,Kokerboom Wind III,240,
,,,,,,,South-Africa,,,Korana Solar PV,75,
,,,,,,,South-Africa,,,Korana Wind,140,
,,,,,,,South-Africa,,,Kotulo Tsatsi CSP,150,
,,,,,,,South-Africa,,,Kotulo Tsatsi Solar PV II,100,
,,,,,,,South-Africa,,,Langhoogte Wind,110-140,
,,,,,,,South-Africa,,,Lehlasedi Solar PV,75,
,,,,,,,South-Africa,,,Leliehoek Solar PV,75,
,,,,,,,South-Africa,,,Letsoai CSP I,150,
,,,,,,,South-Africa,,,Letsoai CSP II,150,
,,,,,,,South-Africa,,,Life Solar PV,115,
,,,,,,,South-Africa,,,Lutzburg Solar PV,115,
,,,,,,,South-Africa,,,Machadadorp Solar PV,10,
,,,,,,,South-Africa,,,Mamre Wind,100,
,,,,,,,South-Africa,,,Maralla East Wind,140,
,,,,,,,South-Africa,,,Maralla West Wind,140,
,,,,,,,South-Africa,,,Mareetsane Batho-Batho Solar PV,30,
,,,,,,,South-Africa,,,Meeding Solar PV,100,
,,,,,,,South-Africa,,,Meerkat Solar PV,115,
,,,,,,,South-Africa,,,Merapi Solar PV,300,
,,,,,,,South-Africa,,,Metsimatala CSP,50,
,,,,,,,South-Africa,,,Metsimatala Solar PV,50,
,,,,,,,South-Africa,,,Mierdam Solar PV,,
,,,,,,,South-Africa,,,South Africa,75,
,,,,,,,South-Africa,,,Molfin Solar PV,75,
,,,,,,,South-Africa,,,Morgenzon Solar PV1,15,
,,,,,,,South-Africa,,,Morgenzon Solar PV2 Phase I,75,
,,,,,,,South-Africa,,,Morgenzon Solar PV2 Phase II,75,
,,,,,,,South-Africa,,,Motherwell Wind,87,
,,,,,,,South-Africa,,,Mount Roper Solar PV,5,
,,,,,,,South-Africa,,,"Mulilo Total Coega Solar PV, LNG",413.76,
,,,,,,,South-Africa,,,"Mulilo Total Hydra Solar PV, Battery, Diesel",386,
,,,,,,,South-Africa,,,Naauw Poort Solar PV,75,
,,,,,,,South-Africa,,,Nexergy Solar PV,75,
,,,,,,,South-Africa,,,Nexergy Solar PV,75,
,,,,,,,South-Africa,,,Nokukhanya Solar PV,75,
,,,,,,,South-Africa,,,Noupoort CSP,150,
,,,,,,,South-Africa,,,Olien Solar PV,75,
,,,,,,,South-Africa,,,Orkney Solar PV,100,
,,,,,,,South-Africa,,,Oryx Solar PV,75,
,,,,,,,South-Africa,,,Outeniqua Wind,63,
,,,,,,,South-Africa,,,"Oya Energy Matjiesfontein Solar PV, Diesel, Wind, Battery",383.5,
,,,,,,,South-Africa,,,Padrooi CPV,50,
,,,,,,,South-Africa,,,Paulputs CSP,200,
,,,,,,,South-Africa,,,Pearston Solar PV,55,
,,,,,,,South-Africa,,,Peddie Solar PV,19,
,,,,,,,South-Africa,,,Phezukomoya Wind,140,
,,,,,,,South-Africa,,,Platberg Wind,140,
,,,,,,,South-Africa,,,Pongola Solar PV,2.5,
,,,,,,,South-Africa,,,Poortjies Wind,140,
,,,,,,,South-Africa,,,Port Elizabeth Solar PV1,5,
,,,,,,,South-Africa,,,Postmasburg Solar PV II,75,
,,,,,,,South-Africa,,,Project Blue Solar PV,65,
,,,,,,,South-Africa,,,Project Blue Wind,125,
,,,,,,,South-Africa,,,Protea Solar PV,115,
,,,,,,,South-Africa,,,Redstone CSP,100,
,,,,,,,South-Africa,,,"REIPPP6 Wind, Solar PV",2600,
,,,,,,,South-Africa,,,Rheboksfontein Wind,105,
,,,,,,,South-Africa,,,Rhodes Solar PV II,120,
,,,,,,,South-Africa,,,Richards Bay Gas,1000-2000,
,,,,,,,South-Africa,,,Richtersveld Solar PV,75,
,,,,,,,South-Africa,,,Riemvasmaak Hydro,40,
,,,,,,,South-Africa,,,Rietkloof Wind,140,
,,,,,,,South-Africa,,,Rietrug Wind,140,
,,,,,,,South-Africa,,,Rooipunt CSP,100,
,,,,,,,South-Africa,,,Rooipunt Solar PV I,75,
,,,,,,,South-Africa,,,Rooipunt Solar PV II,75,
,,,,,,,South-Africa,,,Rooipunt Solar PV III,75,
,,,,,,,South-Africa,,,Rooiwal Solar PV,20-40,
,,,,,,,South-Africa,,,Rosendal Solar PV,75,
,,,,,,,South-Africa,,,SACE Ranger Solar PV,3,
,,,,,,,South-Africa,,,San Kraal Wind,140,
,,,,,,,South-Africa,,,San Solar PV,75,
,,,,,,,South-Africa,,,Sand Draai Tower CSP,150,
,,,,,,,South-Africa,,,Sannaspos Solar PV,75,
,,,,,,,South-Africa,,,Schmidtsdrift Solar PV,30,
,,,,,,,South-Africa,,,Schoonbee Solar PV,3.5,
,,,,,,,South-Africa,,,Sendawo North West Solar PV I,75,
,,,,,,,South-Africa,,,Sendawo North West Solar PV II,75,
,,,,,,,South-Africa,,,Sendawo North West Solar PV III,75,
,,,,,,,South-Africa,,,Senekal Solar PV I,5,
,,,,,,,South-Africa,,,Senekal Solar PV II,5,
,,,,,,,South-Africa,,,Serurubele Solar PV,84,
,,,,,,,South-Africa,,,Sirius Project Two Solar PV,75,
,,,,,,,South-Africa,,,Skuitdrift Solar PV I,5,
,,,,,,,South-Africa,,,Skuitdrift Solar PV II,5,
,,,,,,,South-Africa,,,Sol Invictus Solar PV I,150,
,,,,,,,South-Africa,,,Sol Invictus Solar PV II,150,
,,,,,,,South-Africa,,,Sol Invictus Solar PV III,150,
,,,,,,,South-Africa,,,Sol Invictus Solar PV IV,150,
,,,,,,,South-Africa,,,Solar Land Solar PV,300,
,,,,,,,South-Africa,,,Solis CSP I,150,
,,,,,,,South-Africa,,,Solis CSP II,125,
,,,,,,,South-Africa,,,Sonbesie Solar PV,115,
,,,,,,,South-Africa,,,Sonneblom Solar PV,84,
,,,,,,,South-Africa,,,Sonoblomo Solar PV,75,
,,,,,,,South-Africa,,,Sonvanger Solar PV,84,
,,,,,,,South-Africa,,,Soventix Solar PV I,75,
,,,,,,,South-Africa,,,Soventix Solar PV II,75,
,,,,,,,South-Africa,,,Soventix Solar PV III,75,
,,,,,,,South-Africa,,,Spitskop East Wind,140,
,,,,,,,South-Africa,,,Spitskop Solar PV,100,
,,,,,,,South-Africa,,,St Helena Bay Wind,30,
,,,,,,,South-Africa,,,Steynsrus Solar PV1,5,
,,,,,,,South-Africa,,,Steynsrus Solar PV2,5,
,,,,,,,South-Africa,,,Stormberg Solar PV,150,
,,,,,,,South-Africa,,,Stormberg Wind,420-450,
,,,,,,,South-Africa,,,Struisbult Solar PV,100,
,,,,,,,South-Africa,,,Sutherland Wind,140,
,,,,,,,South-Africa,,,Swartwater Solar PV,75,
,,,,,,,South-Africa,,,Tewa Isitha Solar PV I,75,
,,,,,,,South-Africa,,,Tewa Isitha Solar PV II,75,
,,,,,,,South-Africa,,,Thabong Solar PV,75,
,,,,,,,South-Africa,,,Thyspunt Nuclear,1600,
,,,,,,,South-Africa,,,Tlisitseng Solar PV I,75,
,,,,,,,South-Africa,,,Tlisitseng Solar PV II,75,
,,,,,,,South-Africa,,,Toitdale Solar PV,20,
,,,,,,,South-Africa,,,Tollie Solar PV,11,
,,,,,,,South-Africa,,,Trakas Wind,140,
,,,,,,,South-Africa,,,Tshepo Solar PV,115,
,,,,,,,South-Africa,,,Ukomeleza Wind,24,
,,,,,,,South-Africa,,,Ukuqala Solar PV,75,
,,,,,,,South-Africa,,,Ulco Solar PV,7,
,,,,,,,South-Africa,,,Ultra-Deep Gold Mine Pumped Storage,,
,,,,,,,South-Africa,,,"Umoyilanga Energy Solar PV, Wind, Battery",302,
,,,,,,,South-Africa,,,Umsinde Emoyeni Wind Phase I,147,
,,,,,,,South-Africa,,,Umsinde Emoyeni Wind Phase II,147,
,,,,,,,South-Africa,,,Umsobomvu Wind,140,
,,,,,,,South-Africa,,,Vangpan Solar PV,48,
,,,,,,,South-Africa,,,Veld North Solar PV,75,
,,,,,,,South-Africa,,,Veld South Solar PV,75,
,,,,,,,South-Africa,,,Vlakpan Solar PV,75,
,,,,,,,South-Africa,,,Vredefort Solar PV,75,
,,,,,,,South-Africa,,,Waaihoek Wind,140,
,,,,,,,South-Africa,,,Watershed Solar PV I,75,
,,,,,,,South-Africa,,,Watershed Solar PV II,75,
,,,,,,,South-Africa,,,Weltevreden Solar PV,90,
,,,,,,,South-Africa,,,Wheatlands Solar PV,15,
,,,,,,,South-Africa,,,Whitebank Keren CPV,10,
,,,,,,,South-Africa,,,Wolf Wind,84,
,,,,,,,South-Africa,,,Wolmaransstad Solar PV,,
,,,,,,,South-Africa,,,Wolseley Wind,,
,,,,,,,South-Africa,,,Wonderheuwel Solar PV,20,
,,,,,,,South-Africa,,,Woodhouse Solar PV I,100,
,,,,,,,South-Africa,,,Woodhouse Solar PV II,100,
,,,,,,,South-Africa,,,Zuurwater Solar PV I,75,
,,,,,,,South-Africa,,,Zuurwater Solar PV II,75,
,,,,,,,South-Africa,,,Zuurwater Solar PV II,75,
,,,,,,,South-Africa,,,Zuurwater Solar PV III,75,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,South-Africa,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,South-Africa,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,South-Africa,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,South-Africa,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Africa,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Africa,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,South-Africa,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,South-Sudan,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,South-Sudan,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,South-Sudan,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,South-Sudan,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,South-Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Sudan,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Sudan,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Sudan,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Sudan,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Sudan,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Tanzania,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Tanzania,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
,,,,,,,Tanzania,,0.46,Darakuta Hydro,,
,,,,,,,Tanzania,,0.43,Ikondo Hydro II,,
,,,,,,,Tanzania,,190.0,Songas Ubungo Gas,,
,,,,,,,Tanzania,,200,Bagamoyo Gas,,
,,,,,,,Tanzania,,50,Dodoma Solar PV,,
,,,,,,,Tanzania,,0.36,Ijangala Falls Hydro,,
,,,,,,,Tanzania,,50,Iringa Solar PV,,
,,,,,,,Tanzania,,10,Kahama Solar PV,,
,,,,,,,Tanzania,,10,Kiejo-Mbaka Geothermal,,
,,,,,,,Tanzania,,1.65,Kikuletwa Hydro I Rehabilitation,,
,,,,,,,Tanzania,,7.5,Kikuletwa Hydro II,,
,,,,,,,Tanzania,,11,Kikuletwa Hydro III,,
,,,,,,,Tanzania,,2,Kikuletwa IV,,
,,,,,,,Tanzania,,0.95,Kilosa Solar PV,,
,,,,,,,Tanzania,,320,Kilwa Somanga Fungu Gas,,
,,,,,,,Tanzania,,5.39,Kitewaka Hydro,,
,,,,,,,Tanzania,,40,Kiwira Hydro Projects,,
,,,,,,,Tanzania,,2.5,Lingatunda Hydro,,
,,,,,,,Tanzania,,2.8,Luganga Hydro,,
,,,,,,,Tanzania,,6.61,Lukosi Hydro,,
,,,,,,,Tanzania,,1.2,Lukosi River Falls Hydro,,
,,,,,,,Tanzania,,0.9,Luponde Hydro,,
,,,,,,,Tanzania,,10,Mabuki Solar PV,,
,,,,,,,Tanzania,,1.7,Madope Hydro,,
,,,,,,,Tanzania,,300,Mbeya Coal Phase I,,
,,,,,,,Tanzania,,25,Momba Hydro,,
,,,,,,,Tanzania,,100,Nala Wind,,
,,,,,,,Tanzania,,50,NextGen Shinyanga Solar PV Phase I,,
,,,,,,,Tanzania,,5,NextGen Solawazi Kigoma Solar PV,,
,,,,,,,Tanzania,,17,Rift Valley Hydro Projects,,
,,,,,,,Tanzania,,17,Ruaha Small Hydro Projects,,
,,,,,,,Tanzania,,50,Singida Solar PV,,
,,,,,,,Tanzania,,100,Sino Tan Makambako Wind,,
,,,,,,,Tanzania,,9.2,Tangulf Hydro,,
,,,,,,,Tanzania,,10,Tukuyu Hydro,,
,,,,,,,Tanzania,,100,Upepo Singida Wind,,
,,,,,,,Tanzania,,100-300,Wind East Africa Singida Wind,,
,,,,,,,Tanzania,,100,Windlab Makambako Wind,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Tanzania,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Tanzania,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Tanzania,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Togo,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Togo,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Togo,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Togo,,,,,
,,,,,,,Togo,,65,Kékéli GasTogo,,
,,,,,,,Togo,,285,Solar PV Park,,
,,,,,,,Togo,,30-40,Kpalassi Solar PV,,
,,,,,,,Togo,,30-40,Salimdè Solar PV,,
,,,,,,,Togo,,50,Tététou Hydro,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Togo,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Togo,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Togo,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Togo,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Tunisia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Tunisia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
,,,,,,,Tunisia,,,El Bibane Gas Solar Cogeneration,27.0,
,,,,,,,Tunisia,,,Nejma Huiles CHP,1.1,
,,,,,,,Tunisia,,,Radés II Carthage Gas CCGT,471.0,
,,,,,,,Tunisia,,,Tataouine Solar PV I,10.0,
,,,,,,,Tunisia,,,Agrimed Sfax Solar PV,10.0,
,,,,,,,Tunisia,,,Aïn Draham Pole Mounted Solar PV,0.00125,
,,,,,,,Tunisia,,,Altus Kairouan Solar PV,10.0,
,,,,,,,Tunisia,,,Beja Solar PV,1.0,
,,,,,,,Tunisia,,,Bir Lahfay Solar PV,1.0,
,,,,,,,Tunisia,,,BOO Concession 200 Wind,200.0,
,,,,,,,Tunisia,,,Borj Bourgiba Solar PV,200.0,
,,,,,,,Tunisia,,,Derjma Solar PV,1.0,
,,,,,,,Tunisia,,,Djerma Ajim Solar PV,1.0,
,,,,,,,Tunisia,,,Duedi Essedre Solar PV,10.0,
,,,,,,,Tunisia,,,El Batiha Wind,30.0,
